username;tweet;fecha;anuncio;ubicacion;id
Nerinapf;por favor la gente que esta en la calle y tiene un techo quedense en sus casas no jodan mas coronavirus;2020-03-19 23:58:22+00:00;Anuncio_1;Buenos Aires, Argentina;1240789742494580000
MileParamo;todxs sin coronavirus pero con hantavirus esa es tu agenda sabelo;2020-03-19 23:57:59+00:00;Anuncio_1;Buenos Aires, Argentina;1240789649938960000
Maiferretti;no puedo creer q sigan tomandose en joda lo del coronavirus y sigan paseando son tan tan egoistas se cagan en todo;2020-03-19 23:56:53+00:00;Anuncio_1;Buenos Aires, Argentina;1240789371130910000
Nerinapf;por lo que veo mucha gente no esta acostumbrada a estar un par de dias solos en sus casas es mucho tiempo para pensar en cosas que normalmente no piensan coronavirus;2020-03-19 23:56:14+00:00;Anuncio_1;Buenos Aires, Argentina;1240789208282910000
JulianObiglio;atencion gcba y presidenciaarg la comunidad de madrid lanzo una app para autoevaluacion y seguimiento de los casos de coronavirus herramienta que podria replicarse rapidamente aqui para ayudar a evitar el colapso del sistema de salud;2020-03-19 23:55:20+00:00;Anuncio_1;Buenos Aires, Argentina;1240788983044540000
CarlosEsnaola;tranqui camila bono ya saco un tema sobre el coronavirus;2020-03-19 23:53:37+00:00;Anuncio_1;Buenos Aires, Argentina;1240788549923940000
Yesii_Lo;bueno necesitamos que haya 1millon de muertos para alarmarnos porque la prevencion es una palabra q no dice nada porque es necesario luchar con el sarampion y tambien con el coronavirus porque es necesario colapsar los hospitales agotar a nuestros medicos necesitamos el 30;2020-03-19 23:52:58+00:00;Anuncio_1;Buenos Aires, Argentina;1240788385674980000
davito1972;me pareces un poco tonta te suena coronavirus;2020-03-19 23:49:08+00:00;Anuncio_1;Buenos Aires, Argentina;1240787420494380000
cgago88;en minutos arranca la conferencia de prensa de alferdez con los nuevas medidas para frenar el avance del coronavirus en la argentina escuchemos al presidente al msalnacion y a los especialistas planifiquemos con datos concretos no con histeria colectiva;2020-03-19 23:46:34+00:00;Anuncio_1;Buenos Aires, Argentina;1240786774680580000
agusguguslarram;toy boy toyboy netflix serie serienetflix viciandonetflix cuarentena cuartodiadecuarentena coronavirus apocalipsiscoronavirus en mataderos;2020-03-19 23:46:18+00:00;Anuncio_1;Buenos Aires, Argentina;1240786708318360000
anaarco36594394;todavia sale en la tele mier no penso q iba a llagar el coronavirus tan rapido si no hubieramos hecho despacio las comprastarde;2020-03-19 23:46:11+00:00;Anuncio_1;Buenos Aires, Argentina;1240786679310490000
gracifer242;el coronavirus son los k;2020-03-19 23:44:59+00:00;Anuncio_1;Buenos Aires, Argentina;1240786377563950000
Juliaan_Cam;el chino de mi barrio estaba enfierrado ya voy a tener coronavirus pero no me van a saquear dijo que hombre jajajaj;2020-03-19 23:44:41+00:00;Anuncio_1;Buenos Aires, Argentina;1240786301143710000
gustavorearte1;el presidente alberto fernandez tras reunirse con todos los gobernadores del pais se prepara para anunciar una cuarentena generalizada obligatorio comenzara desde las 0 del viernes 20 de marzo hasta el 31 de marzo inclusive cuarentenatotal coronavirus;2020-03-19 23:43:47+00:00;Anuncio_1;Buenos Aires, Argentina;1240786072533180000
hclorenzo77;el hcd3f suspende todas sus actividades para evitar la propagacion del coronavirus podes ponerte en contacto x mail a secretariaparlamentariahcdtresdefebrerogovar quedateencasa somosresponsables alviruslofrenamosentretodos cuarentenatotal;2020-03-19 23:40:06+00:00;Anuncio_1;Buenos Aires, Argentina;1240785148938980000
priscibenitez15;justo cuando se estaba acomodando un poco mi vida llega el corona virus y hay cuarentena total no amigo si tengo una suerte;2020-03-19 23:39:45+00:00;Anuncio_1;Buenos Aires, Argentina;1240785058442730000
ferreyragerardo;en momentos dificiles pmuchos paises desarrollados debido al coronavirus es bueno recordar q en uno d los 2 paises q ayuda a los demas a evitar tantas muertescuba quien puso en marcha el plan d medicina familiar comunitariatan exitosofue un medico argentino ernesto guevara;2020-03-19 23:39:22+00:00;Anuncio_1;Buenos Aires, Argentina;1240784963731090000
gustavorearte1;confirmaron 31 nuevos casos de coronavirus en la argentina cuarentenatotal coronavirusargentina coronavirus pandemiadelcoronavirus;2020-03-19 23:36:09+00:00;Anuncio_1;Buenos Aires, Argentina;1240784152456230000
akakapa70;tauro y coronavirus un solo corazon;2020-03-19 23:35:58+00:00;Anuncio_1;Buenos Aires, Argentina;1240784106784460000
dkobotero;el gobierno de argentina decreta oficialmente cuarentena obligatoria para todo el territorio nacional quedateentucasa coronavirus coronavirusargentina cuarentenatotal cuarentenaobligatoria pandemiadelcoronavirus;2020-03-19 23:35:00+00:00;Anuncio_1;Buenos Aires, Argentina;1240783863078580000
CARUBRAVOSAYS;cuanto tiempo dura el virus en distintas superficies coronavirus en martinez buenos aires;2020-03-19 23:34:03+00:00;Anuncio_1;Buenos Aires, Argentina;1240783625899200000
JuaaniLopeez;que ganas de que se mueran de corona virus todos los que estan yendo a pinamar gesell o cualquiera que se este cagando en la cuarentena;2020-03-19 23:32:54+00:00;Anuncio_1;Buenos Aires, Argentina;1240783337158920000
andybursten;es un paso muy importante el reconocer que los argentinos somos transgresores ventajeros y egoistas por algo se empieza coronavirus yomequedoencasa;2020-03-19 23:30:11+00:00;Anuncio_1;Buenos Aires, Argentina;1240782649888820000
Veronxveron;es para todos los que hablan de la dignidad cubana del impecable sistema de salud en cuba zurdos de cuarta que no hacen mas que mentirles a sus ciudadanos y vender una mentira al mundo cuarentenatotal coronavirus cuba miente fverdoia;2020-03-19 23:29:40+00:00;Anuncio_1;Buenos Aires, Argentina;1240782523191490000
SegoviaNay;porque recien despues del coronavirus se empezaron a limpiar el culo y la compra masiva de jabon es porque los mugrosos antes no se lavaban las manos;2020-03-19 23:29:33+00:00;Anuncio_1;Buenos Aires, Argentina;1240782494141720000
GabrielaAzar_;en media hora sumate desde tu casa al aplauso destinado a medicos y personal de salud que nos estan cuidando contra el coronavirus;2020-03-19 23:28:45+00:00;Anuncio_1;Buenos Aires, Argentina;1240782293125530000
NtraLujan;solemnidad de san jose ultima misa y adoracion hasta que se termine la cuarentena por corona virus;2020-03-19 23:28:14+00:00;Anuncio_1;Buenos Aires, Argentina;1240782160979800000
naucitoh;super tranqui la idea es exterminar de hambre a los que no mueran de coronavirus;2020-03-19 23:26:14+00:00;Anuncio_1;Buenos Aires, Argentina;1240781659349420000
leofarias1977;cuidarnos entre todos y todas desde la campora en el marco de la pandemia del coronavirus covid19 decidimos suspender todas las actividades presenciales no esenciales conforme a lo dispuesto por el gobierno nacional en materia de distanciamiento social;2020-03-19 23:25:41+00:00;Anuncio_1;Buenos Aires, Argentina;1240781519213520000
JNarcy;si yo vivo cerca del mar porque me gusta la tranquilidad y la vida saludable y me cae un ejercito de organismos monocelulares con sus mitocondrias potencialmente infectadas de coronavirus salgo con antorchas y capucha ku klus klan;2020-03-19 23:25:40+00:00;Anuncio_1;Buenos Aires, Argentina;1240781515505770000
teuss;5 pasos a seguir para prevenir la expansion del coronavirus covid19;2020-03-19 23:24:04+00:00;Anuncio_1;Buenos Aires, Argentina;1240781114496680000
mrsalguero;esto sin duda marca un cambio de epoca nada sera lo mismo ojala esta contingencia nos haga mas humanos y mas solidarios yomequedoencasa coronavirus;2020-03-19 23:23:36+00:00;Anuncio_1;Buenos Aires, Argentina;1240780996561290000
ChechuGarau;hoy en cuestiondepeso especial de coronavirus todo el personal se cuida con la distancia se saluda con el codo y un especial del drmhojman dandote la ultima informacion te informamos q comer en momentos de;2020-03-19 23:23:16+00:00;Anuncio_1;Buenos Aires, Argentina;1240780910628190000
dianadeglauy;coronavirusargentina confirman 31 nuevos casos de coronavirus en el pais total de contagiados 128 quedateencasa;2020-03-19 23:21:56+00:00;Anuncio_1;Buenos Aires, Argentina;1240780577160250000
FLORMASAJES;salgan de fin de semana largo 31casos nuevos de coronavirus total 128;2020-03-19 23:21:28+00:00;Anuncio_1;Buenos Aires, Argentina;1240780458868330000
PedroGa08654812;entoncea cerra bien y mas en epoca de corona virus para hablar por hablar ya tuvimos 4 anos;2020-03-19 23:21:18+00:00;Anuncio_1;Buenos Aires, Argentina;1240780417160150000
ishaisoriano;31 nuevos casos de coronavirus en argentina 6 de ellos no se sabe como se contagiaron no conocen el vinculo epidemiologico para los q decian q el malbran solo testeaba a casos de gente q viajo o tuvo contacto y pudiera comprobarlo para los tuiteros mentirosos q crean panico at juncal y uruguay;2020-03-19 23:20:04+00:00;Anuncio_1;Buenos Aires, Argentina;1240780107846950000
AgustnC57862999;supe que el coronavirusiba en serio cuando vi que el bosquesi paraba;2020-03-19 23:18:53+00:00;Anuncio_1;Buenos Aires, Argentina;1240779808059120000
CamiiBeell;estoy con tos y dolor de garganta y mi familia ya empezo a mirarme feo si alguien en esa familia se va agarrar coronavirus seguramente sea yo;2020-03-19 23:18:37+00:00;Anuncio_1;Buenos Aires, Argentina;1240779741659110000
OPINIONLATINA;cuarentenaobligatoria en argentina coronavirus quedateentucasa hace 8 dias me decian que lo que pensaba era ciencia ficcion sin embargo pense que alferdez podia hacerlo leelo y hace retweet;2020-03-19 23:18:19+00:00;Anuncio_1;Buenos Aires, Argentina;1240779666887180000
peke_rosario;juan grabois es un tarado q lo unico q lo va a frenar es el coronavirus;2020-03-19 23:15:25+00:00;Anuncio_1;Buenos Aires, Argentina;1240778936113650000
juangomezm_;balvin acabo con el coronavirus;2020-03-19 23:15:17+00:00;Anuncio_1;Buenos Aires, Argentina;1240778902869590000
BolsodeMano;una vueltita por mi barrio en dias de coronavirus ya veremos como sigue esto manana por palermozoo at tiendas naturales;2020-03-19 23:14:20+00:00;Anuncio_1;Buenos Aires, Argentina;1240778663894880000
antoninipablo_;pero que tipos forros prision domiciliaria hasta que termine el aislamiento por el coronavirus que le saquen el registro y paguen una multa enorme;2020-03-19 23:11:23+00:00;Anuncio_1;Buenos Aires, Argentina;1240777920228010000
gc2601;pobre la gente q reside en esquel tiene q aguantar a los q se cagan en el otro que parte no entendes cuervotinelli de cuarentenatotal quedateencasapelotudo cuarentenaobligatoria coronavirus;2020-03-19 23:10:51+00:00;Anuncio_1;Buenos Aires, Argentina;1240777786253590000
peke_rosario;che pelotuda es para gente como vos q no entiende q no debe salir para evitar la propagacion del coronavirus y vos venis con esto cerra el ogt y opina por vos xq hay gente q se crio en los 70 y no la paso mal xq no andaba en toque d queda poniendo bombas o matando inocentes;2020-03-19 23:09:29+00:00;Anuncio_1;Buenos Aires, Argentina;1240777443834840000
equipo_rescate;coronavirus en un rato bandera negra y todos a boxes quedateencasa;2020-03-19 23:09:18+00:00;Anuncio_1;Buenos Aires, Argentina;1240777397030520000
RescatistaA;coronavirus en un rato bandera negra y todos a boxes quedateencasa;2020-03-19 23:07:57+00:00;Anuncio_1;Buenos Aires, Argentina;1240777055559710000
krostyrivas;como te extrano clubcomunicacionesoficial de mi vida clubcomunicaciones entrenando coronavirus cerrado en club comunicaciones;2020-03-19 23:06:07+00:00;Anuncio_1;Buenos Aires, Argentina;1240776596740580000
MauriRocca;chupame el choto chino vos trajiste el coronavirus;2020-03-19 23:04:57+00:00;Anuncio_1;Buenos Aires, Argentina;1240776301042150000
br1Tw;a los que subestiman el coronavirus y se cagan en los demas habria que infectarlos adrede;2020-03-19 23:04:47+00:00;Anuncio_1;Buenos Aires, Argentina;1240776260223100000
mnspezzapria;coronavirus la cumbre se hace en el quincho de olivos;2020-03-19 23:02:56+00:00;Anuncio_1;Buenos Aires, Argentina;1240775792377930000
vickyyiorizzo;mi mama me mando videos de chicos de mi edad y mas chicos con coronavirus y dios me desespero que no puedan respirar no quiero ni asomar la nariz a la calle me agarro un miedo;2020-03-19 23:02:43+00:00;Anuncio_1;Buenos Aires, Argentina;1240775740536340000
AvellanedaReal;coronavirus al borde de los 10000 muertos por coronavirus ya son 245244 los casos confirmados y 9989 los muertos por la pandemia del coronavirus;2020-03-19 23:02:34+00:00;Anuncio_1;Buenos Aires, Argentina;1240775699990020000
MarcelaChitiva;perdon pero no puedo dejar de leer esta frase con la voz de dicky del solar ezequielcampa jajajajjaa shockeado al coronavirus lo tacleamos entre todos;2020-03-19 23:02:14+00:00;Anuncio_1;Buenos Aires, Argentina;1240775616720440000
giulilavv;no tenias coronavirus;2020-03-19 23:02:06+00:00;Anuncio_1;Buenos Aires, Argentina;1240775586223730000
LaGuerrillaFood;en instagram subi 70 recetas a las stories para que tengan ideas y se cocinen lo que necesiten cuarentenatotal coronavirus;2020-03-19 23:01:34+00:00;Anuncio_1;Buenos Aires, Argentina;1240775450475010000
fran6886;coincido con feinmann mira las cosas que me haces decir corona virus;2020-03-19 23:01:06+00:00;Anuncio_1;Buenos Aires, Argentina;1240775333701390000
tecnochicos;yomequedoencasa quedateencasa cuarentena argentinaaplaude argentina homeoffice homework trabajoencasa coronavirus en ciudad autonoma de buenos aires;2020-03-19 23:01:05+00:00;Anuncio_1;Buenos Aires, Argentina;1240775330127670000
CammiPaz_;menos mal que el coronavirus espero que se vaya macri;2020-03-19 22:59:59+00:00;Anuncio_1;Buenos Aires, Argentina;1240775051307290000
MauroGonzalezAr;excelentes medias tomadas ante actual situacion que atraviesa nuestro pais y nuestras pymes cuarentenatotal cuarentenaobligatoria coronavirus alviruslofrenamosentretodos pandemiadelcoronavirus;2020-03-19 22:58:24+00:00;Anuncio_1;Buenos Aires, Argentina;1240774651372080000
MauriRocca;me mando un audio sobre coronavirus rita de gesell le alquilamos la casa hace dos anos para mi quiere coger;2020-03-19 22:52:15+00:00;Anuncio_1;Buenos Aires, Argentina;1240773105108290000
StellaMarisMar1;128 casos de coronavirus hoy hubo 38 casos nuevos;2020-03-19 22:51:29+00:00;Anuncio_1;Buenos Aires, Argentina;1240772911855770000
_abrilrocio_;nadie h mi papa la tuve que traer me dijeron que era medicinal para el coronavirus;2020-03-19 22:50:09+00:00;Anuncio_1;Buenos Aires, Argentina;1240772578714710000
giulilavv;yo ay q bueno q ya tomi termina la cuarentena y lo voy a poder ver coronavirus no;2020-03-19 22:49:09+00:00;Anuncio_1;Buenos Aires, Argentina;1240772323558460000
meliferro;estamos aislados preventivamente sin sintomas por volver de zona de riesgo y migliab y preparo un excel donde registramos nuestra temperatura 2 veces por dia lo amo mas cuarentenadia1 aislamiento coronavirus;2020-03-19 22:48:43+00:00;Anuncio_1;Buenos Aires, Argentina;1240772216368820000
GACHYROJAS;doctora marianalestelle consulto en la oficina donde trabajo obligan a la gente a trabajar con barbijo yo estoy con parte de enfermo pero vuelvo el miercoles que hago me niego no hubo nunca ningun caso ni sospechoso de nada entre los empleados coronavirus;2020-03-19 22:48:04+00:00;Anuncio_1;Buenos Aires, Argentina;1240772052942020000
grisabri;cristo del corcovado viste las banderas de los paises afectados por coronavirus;2020-03-19 22:47:51+00:00;Anuncio_1;Buenos Aires, Argentina;1240771997640070000
ProfesorMOB;sigo opinandolo coronavirus coronavirusargentina covoid19;2020-03-19 22:47:39+00:00;Anuncio_1;Buenos Aires, Argentina;1240771946368900000
GiuraRicardo;si me agarro el coronavirus y me internan espero no sea al lado de un globerto por que si zafo salgo del hospital y voy en cana;2020-03-19 22:46:25+00:00;Anuncio_1;Buenos Aires, Argentina;1240771638779690000
Axelolmedook;en minutos por conferencia de prensa alferdez dictara cuarentena obligatoria hasta el 31 de marzo semana proxima no habra bancossolo cajeros y asegurara el abastecimiento de mercaderia y combustible cuarentenatotal coronavirus cuarentenaobligatoria yomequedoencasa;2020-03-19 22:46:12+00:00;Anuncio_1;Buenos Aires, Argentina;1240771584891150000
coolapsa;video informacionquecura no compartir todas las noticias que te llegan las fakenews estan a la orden del dia cuarentenatotal en argentina cuidemosnosentretodos coronavirus una pandemiamundial que se combate desde casa compartevideoviral;2020-03-19 22:45:38+00:00;Anuncio_1;Buenos Aires, Argentina;1240771439894170000
SamthyRlz;cuantas veces dijeron ya despues del coronavirus voy a hacer tal cosa;2020-03-19 22:45:26+00:00;Anuncio_1;Buenos Aires, Argentina;1240771389889610000
mikaallegretto;a mi no me va a matar el coronavirus porq primero me mata la convivencia 15 dias mas con mi familia;2020-03-19 22:43:15+00:00;Anuncio_1;Buenos Aires, Argentina;1240770839617970000
LucasBurch_;ojala que toda la gente que se fue a la costa se agarre coronavirus;2020-03-19 22:42:41+00:00;Anuncio_1;Buenos Aires, Argentina;1240770699851110000
SerLeal_;lo mas terrible es que podria ser cierto se imaginan al imbecil diciendo coronavirus;2020-03-19 22:40:28+00:00;Anuncio_1;Buenos Aires, Argentina;1240770138330270000
Taladrock1;hola buenas tardes ante la situacion de publico conocimiento y dentro de las medidas que adopto el club para sumarse a la campana de prevencion de la propagacion del coronavirus te recordamos las vias de;2020-03-19 22:38:32+00:00;Anuncio_1;Buenos Aires, Argentina;1240769653150000000
CallegariAlbert;en casa hasta nuevo aviso para amenizar la cuarentena y aclarando que cualquier semejanza con la brutalidad imperante en muchos argentinos recomiendo ver pelis tiro sugerencias guerra mundial z doce monos exterminio y el fin de los tiempos coronavirus;2020-03-19 22:36:35+00:00;Anuncio_1;Buenos Aires, Argentina;1240769162689020000
maurisabinpazok;jamas pense que luego de hacer las compras iba a lavar con alcohol producto por producto hasta hoy coronavirus cuarentenaobligatoria;2020-03-19 22:35:31+00:00;Anuncio_1;Buenos Aires, Argentina;1240768892777170000
Emilia_cevas;todavia no escuche el reconocimiento de gestion que hizo el gobierno de mauriciomacri patobullrich en materia de seguridad y migraciones ya que el gobierno actual tiene las conexiones y equipamiento para hacer los controles por coronavirus;2020-03-19 22:35:27+00:00;Anuncio_1;Buenos Aires, Argentina;1240768879837820000
ferbotto;agradecimiento de una empresa a un medico argentino fedebotta1 por su mensaje de compromiso y tranquilidadque lindo enviemos fuerza y coraje por las redes a el y demas medicos y enfermeros que estaran en la batalla contra el coronavirus via youtube;2020-03-19 22:34:24+00:00;Anuncio_1;Buenos Aires, Argentina;1240768615445650000
chaeIisastan;bueno coronavirus ya me tenes harta toca de aca;2020-03-19 22:34:02+00:00;Anuncio_1;Buenos Aires, Argentina;1240768521333800000
buegaybtvtravel;argentina coronavirus buegay en buenos aires argentina;2020-03-19 22:33:55+00:00;Anuncio_1;Buenos Aires, Argentina;1240768491344410000
ConstruccionAR;el festival de distancia social celebracion en linea del trabajo que ha sido cancelado retrasado interrumpido y vale la pena ser visto mas info y coordenadas guiadelaconstruccion eventos festival coronavirus covid19 pandemia;2020-03-19 22:32:37+00:00;Anuncio_1;Buenos Aires, Argentina;1240768165463880000
SantillanUCR;mas miserable es no haber tomado las medidas necesarias en caba con respecto al coronavirus esperar a que el presidente de indicaciones en la capital de todos peor aun despues de que riverplate decide no jugar y cerrar las puertas del monumental;2020-03-19 22:31:29+00:00;Anuncio_1;Buenos Aires, Argentina;1240767879034920000
vickytigre;es hoy cuarentenatotal cuarentenaobligatoria coronavirus yomequedoencasa noseasgilquedateencasa dia4 pandemiadelcoronavirus;2020-03-19 22:31:06+00:00;Anuncio_1;Buenos Aires, Argentina;1240767784835030000
AvellanedaReal;no se si es el lugar la zona el comercio o la verdadera conciencia de los clientes pero el la carniceria de la esquina de 25 de mayo y marconi avellaneda los clientes intentan respetar la distancia y no se agolpan dentro del comercio coronavirus vecino;2020-03-19 22:31:02+00:00;Anuncio_1;Buenos Aires, Argentina;1240767764865920000
DiegoAnderica;es obvio y razonable que pase son miles los que no tienen la posibilidad de hacer home work y no les queda otra que utilizar la fuerza de su cuerpo y de su mente para trabajar coronavirus coronavirusenargentina trensarmiento covid19;2020-03-19 22:30:50+00:00;Anuncio_1;Buenos Aires, Argentina;1240767714995700000
NaditaSoy;cuarentenaobligatoria para combatir la estupidez y soberbia de mas de uno que se cree omnipotente frente al coronavirus la estupidez insiste siempre dicho de otro modo eran humanidad no creian en las plagas albert camus la plaga quedateencasapelotudo feinmannena24;2020-03-19 22:30:28+00:00;Anuncio_1;Buenos Aires, Argentina;1240767622905490000
JotaPeRosendo;el coronavirus hizo que ee uu declarase la gratuidad de la salud necesitabamos una pandemia sra entender que la salud debe ser gratuita;2020-03-19 22:30:13+00:00;Anuncio_1;Buenos Aires, Argentina;1240767562352380000
daicastagnola;desde el ano pasado esperaba estos feriados largos coronavirus y las concha de tu vieja;2020-03-19 22:29:25+00:00;Anuncio_1;Buenos Aires, Argentina;1240767358316220000
juanmro;lo sorprendente es que no haya ni un solo salame que salga a discutir la cuarentena cuando los politicos quieren ser serios sorprenden gracias dios coronavirus en la argentina que es la cuarentena obligatoria y que implica;2020-03-19 22:28:34+00:00;Anuncio_1;Buenos Aires, Argentina;1240767145816060000
cristianbelloni;pero que hermoso esta el mundo peor que el corona virus es el humano imbecil un virus que no se erradica que muta teniendo hijos que crea otros virus y medios para destruir su habitat y crea guerras de cualquier forma por codicia;2020-03-19 22:27:26+00:00;Anuncio_1;Buenos Aires, Argentina;1240766861370850000
cpiaoficial;coronavirus los ingenieros agronomos piden ser exceptuados ante una posible cuarentena es por el rol esencial que tienen en la produccion de alimentos lo solicito la mesa nacional de la ingenieria agronomica vilellafer prensafadia ciafbaoficial;2020-03-19 22:24:39+00:00;Anuncio_1;Buenos Aires, Argentina;1240766161534550000
CachoNovillo;vamos todos juntos contra el coronavirus aislarnos es salvarnos seamosresponsables coronavirusargentina marionegri cachonovillo;2020-03-19 22:23:25+00:00;Anuncio_1;Buenos Aires, Argentina;1240765849721610000
RolandoTorrecil;para tener en cuenta coronavirus aislamiento total hasta el 31 de marzo evaluan desde cuando regira;2020-03-19 22:22:38+00:00;Anuncio_1;Buenos Aires, Argentina;1240765652840910000
Maruxa53;con que autoridad va hablar del coronavirus esa tatuada al pedo;2020-03-19 22:21:50+00:00;Anuncio_1;Buenos Aires, Argentina;1240765449282940000
525Hotel;atentos a las medidas tomadas por el gobierno nacional y gobierno de la ciudad de buenos aires 525hotel se adhiere al plan de prevencion contra el covid19 coronavirus por tal motivo suspendemos nuestras actividades y reservas quedateencasa;2020-03-19 22:20:01+00:00;Anuncio_1;Buenos Aires, Argentina;1240764994473590000
saabbroo;los de la promo 20 tienen canciones de mierda los viven boludeando y encima con esto del coronavirus seguramente algunos no hallan presentado la campera y capaz ni se van a brc que alguien les tenga un poco de compasion pobrecitos;2020-03-19 22:19:51+00:00;Anuncio_1;Buenos Aires, Argentina;1240764951746220000
sansaitam;que dijo mi marido chris evans sobre el coronavirus;2020-03-19 22:17:30+00:00;Anuncio_1;Buenos Aires, Argentina;1240764360106040000
RolandoTorrecil;para tener en cuenta coronavirusque se podria hacer y que no en la cuarentena total;2020-03-19 22:16:58+00:00;Anuncio_1;Buenos Aires, Argentina;1240764226190430000
CallegariAlbert;mas que una sensacion el convencimiento de que perdimos no dias semanas en la carrera de prevencion por el coronavirus entre un gobierno que subestimo su posible ingreso al pais y una sociedad extremadamente estupida manejable absurda en modos conducta y educacion;2020-03-19 22:16:30+00:00;Anuncio_1;Buenos Aires, Argentina;1240764108703760000
JoaquinPL27;se hizo un banquete el coronavirus;2020-03-19 22:15:55+00:00;Anuncio_1;Buenos Aires, Argentina;1240763961416580000
santa_roberto;quedate en casa boludono son vacaciones coronavirus;2020-03-19 22:15:13+00:00;Anuncio_1;Buenos Aires, Argentina;1240763784765020000
CHAIMA76;deja de hablar pavadas ofelia y preocupate por el coronavirus es increible que ocupes un cargo importante pais generoso;2020-03-19 22:14:41+00:00;Anuncio_1;Buenos Aires, Argentina;1240763651411360000
garc_man;te quedo claro quedateencasa coronavirus;2020-03-19 22:11:41+00:00;Anuncio_1;Buenos Aires, Argentina;1240762895568370000
PrensaSdoraBlas;por favor quedemonos en casa quedateencasa coronavirus senadorablas;2020-03-19 22:11:37+00:00;Anuncio_1;Buenos Aires, Argentina;1240762880313760000
NachoAlvarezC4;tenemos que cuidarnos entre todos para enfrentar el coronavirus tenemos que quedarnos en casa si tenes sintomas compatibles con el coronavirus covid19 comunicate al 08002221002 mas informacion en quedateencasa;2020-03-19 22:10:35+00:00;Anuncio_1;Buenos Aires, Argentina;1240762620057130000
chiesa_juan;afip urgente suspension de embargos coronavirus cuarentenaobligatoria yomequedoencasa noseasgilquedateencasa contadoresno afipcomunica;2020-03-19 22:08:28+00:00;Anuncio_1;Buenos Aires, Argentina;1240762085954420000
Chezicortez;necesito el nombre de todos los casos de coronavirus en san isidro para alejarme de ellos y sus conocidos va de onda jajajajjaja;2020-03-19 22:07:35+00:00;Anuncio_1;Buenos Aires, Argentina;1240761864457510000
alitapaz;efecto coronavirus toleranciacero eldestapeweb;2020-03-19 22:06:44+00:00;Anuncio_1;Buenos Aires, Argentina;1240761650816440000
informaticaHIBA;desinfectaste tu celular cuidate del coronavirus tomando todas las precauciones todos somosresponsables de frenar esta pandemia cuales son los habitos que cambiaste para prevenir el covid19;2020-03-19 22:03:07+00:00;Anuncio_1;Buenos Aires, Argentina;1240760742665750000
NorbertoFrazze1;el ministerio de salud de la nacion informa sobre el nuevo coronavirus covid19 situacion epidemiologica diagnostico y recomendaciones para ciudadanos repatriados;2020-03-19 22:01:39+00:00;Anuncio_1;Buenos Aires, Argentina;1240760373831130000
juancdula;trump insiste en denunciar que el corona virus es un virus con partida de nacimiento chino lo escondieron y cuando salio a la luz publica ya era una bomba de destruccion global;2020-03-19 22:00:01+00:00;Anuncio_1;Buenos Aires, Argentina;1240759962667740000
CalcioDePalma;hay varias explicaciones en primer lugar italia contabiliza todos los muertos con coronavirus y no tan solo los por el virus es decir que la mayoria de los muertos es gente muy mayor y con varias patologias previas casi siempre bastante graves otros paises no los cuentan;2020-03-19 21:59:09+00:00;Anuncio_1;Buenos Aires, Argentina;1240759740633930000
NadinQac;si no me mata el coronavirus me mata el dengue lpm quilmesmuni fumiguen por favor;2020-03-19 21:58:11+00:00;Anuncio_1;Buenos Aires, Argentina;1240759499058750000
FedeOrgam;si tenes coronavirus estas enfermo si sos gay estas sano por que hace 27 anos la organizacion mundial de la salud oms retiro la homosexualidad de su lista de enfermedades mentales besii;2020-03-19 21:58:05+00:00;Anuncio_1;Buenos Aires, Argentina;1240759472794070000
VoleyOtrosShop;vamos que podemos es como el voley cada untiene que hacer su parte para que funcione quedemonosencasa coronavirus covid19 argentina Seguinos voleyotrosshop Visitanos;2020-03-19 21:56:07+00:00;Anuncio_1;Buenos Aires, Argentina;1240758980110090000
MaaxiBravo;te aviso que si te hablo de nuevo va a see por culpa del coronavirus te lo comento por las dudas;2020-03-19 21:53:45+00:00;Anuncio_1;Buenos Aires, Argentina;1240758384258880000
SebasDecker;esto es lo mejor que me ha llegado en toda la cuarentena al coronavirus lo vencemos a lo simeone quedateencasa;2020-03-19 21:52:52+00:00;Anuncio_1;Buenos Aires, Argentina;1240758159368690000
MagaliYanira;siento q con esto del coronavirus quiero llorar pedir perdon abrazar a todos yo o sea si yo;2020-03-19 21:52:17+00:00;Anuncio_1;Buenos Aires, Argentina;1240758012551270000
CrisPopulista;c5n eldiario aunque tenga una propiedad en la costa no da derecho a trasladar el virus el virus circula asi paso en espana cerraron universidades estudiantes viajaron a sus pueblos con el coronavirus donde no habia llegado seamosresponsables;2020-03-19 21:51:19+00:00;Anuncio_1;Buenos Aires, Argentina;1240757769252320000
bruno_sguardo;la gente esta flashando con el tema del corona virus se piensa que son vacaciones haber loco reescatate pedazo de pelotudo;2020-03-19 21:51:11+00:00;Anuncio_1;Buenos Aires, Argentina;1240757737266510000
TitoSperanza8;con esto del corona virus me olvide que hace tres semanas grabe pasapalabra ya lo estoy viendo encasa;2020-03-19 21:49:49+00:00;Anuncio_1;Buenos Aires, Argentina;1240757393941820000
SilvanaBuz;grupo de sexagenario tomando coffe en bonafide de caballito coronavirus cuarentenatotal telefenoticias comunidadsubte gcba que se hace denunciaciudadana;2020-03-19 21:48:20+00:00;Anuncio_1;Buenos Aires, Argentina;1240757020858500000
